,var_byte,std_byte,class
458,13707.3524931,117.078403188,BOT
459,17301.5832372,131.535482807,BOT
460,13773.230609399998,117.359407844,BOT
461,36877.1716,192.03429797799998,BOT
462,13151.9475,114.68194060100001,BOT
463,16923.9803994,130.09219961,BOT
464,13647.3081717,116.82169392600001,BOT
465,17280.2468281,131.454352641,BOT
466,13120.549375,114.544966607,BOT
467,16591.8711285,128.809437265,BOT
468,13707.3524931,117.078403188,BOT
469,18277.134982599997,135.192954634,BOT
470,14380.200617299997,119.917474195,BOT
471,17539.4756,132.43668525,BOT
472,13294.7350427,115.302797203,BOT
473,18294.8085938,135.258303234,BOT
474,14347.1875,119.779745784,BOT
475,18244.081597200002,135.070654093,BOT
476,13117.074375,114.529796887,BOT
477,18535.6549556,136.145712219,BOT
478,13647.3081717,116.82169392600001,BOT
479,19688.081632700003,140.31422462700002,BOT
480,12910.4687686,113.62424375399999,BOT
481,17855.6360947,133.624983048,BOT
482,13472.754766600001,116.072196355,BOT
483,17685.5044,132.98685799700002,BOT
484,13348.3839579,115.535206573,BOT
485,17954.9321116,133.996015283,BOT
486,13376.0591716,115.65491417,BOT
487,17990.447313599998,134.128473165,BOT
488,13439.5279421,115.92897800899999,BOT
489,18247.5516493,135.083498805,BOT
490,13707.3524931,117.078403188,BOT
491,18327.6666667,135.379712907,BOT
492,12712.0214158,112.74760048799999,BOT
493,17695.7444,133.025352471,BOT
494,13008.844375,114.05632106600001,BOT
495,17571.1156,132.556084734,BOT
496,13676.601108,116.94700127799999,BOT
497,18288.978732599997,135.236750673,BOT
498,29088.6875,170.554060345,BOT
499,24409.75,156.236199391,BOT
500,0.0,0.0,NOT
501,0.0,0.0,NOT
502,0.0,0.0,NOT
503,0.0,0.0,NOT
504,0.0,0.0,NOT
505,0.0,0.0,NOT
506,0.0,0.0,BOT
507,0.0,0.0,NOT
508,0.0,0.0,NOT
509,0.0,0.0,NOT
510,0.0,0.0,BOT
511,0.0,0.0,BOT
512,0.0,0.0,NOT
513,0.0,0.0,NOT
514,0.0,0.0,NOT
515,0.0,0.0,NOT
516,0.0,0.0,NOT
517,0.0,0.0,NOT
518,0.0,0.0,BOT
519,0.0,0.0,BOT
520,0.0,0.0,NOT
521,0.0,0.0,NOT
522,2.25,1.5,NOT
523,0.0,0.0,NOT
524,0.0,0.0,NOT
525,0.0,0.0,NOT
526,0.0,0.0,NOT
527,0.0,0.0,NOT
528,0.0,0.0,NOT
529,0.0,0.0,NOT
530,0.0,0.0,NOT
531,0.0,0.0,NOT
532,0.0,0.0,NOT
533,0.0,0.0,NOT
534,0.0,0.0,NOT
535,0.0,0.0,NOT
536,0.0,0.0,NOT
537,0.0,0.0,NOT
538,0.0,0.0,NOT
539,0.0,0.0,NOT
540,0.0,0.0,NOT
541,0.0,0.0,NOT
542,0.0,0.0,NOT
543,0.0,0.0,NOT
544,0.0,0.0,BOT
545,0.0,0.0,BOT
546,0.0,0.0,BOT
547,0.0,0.0,BOT
548,0.0,0.0,NOT
549,0.0,0.0,NOT
550,0.0,0.0,NOT
551,0.0,0.0,NOT
552,0.0,0.0,NOT
553,0.0,0.0,NOT
554,0.0,0.0,NOT
555,0.0,0.0,NOT
556,0.0,0.0,NOT
557,0.0,0.0,NOT
558,0.0,0.0,NOT
559,24.187158244899997,4.91804414833,NOT
560,754.075745708,27.4604396488,NOT
561,0.0,0.0,NOT
562,0.0,0.0,NOT
563,0.0,0.0,NOT
564,0.0,0.0,NOT
565,82.9285084404,9.10650912482,NOT
566,10311.378312100001,101.544957098,NOT
567,0.0,0.0,NOT
568,0.0,0.0,NOT
569,0.0,0.0,NOT
570,0.0,0.0,NOT
571,0.0,0.0,NOT
572,0.0,0.0,NOT
573,1260.25,35.5,NOT
574,1225.0,35.0,NOT
575,1260.25,35.5,NOT
576,1225.0,35.0,NOT
577,1260.25,35.5,NOT
578,1225.0,35.0,NOT
579,0.0,0.0,NOT
580,0.0,0.0,NOT
581,0.0,0.0,NOT
582,0.0,0.0,NOT
583,0.0,0.0,NOT
584,0.0,0.0,NOT
585,73.1784003484,8.55443746534,NOT
586,10841.4098017,104.122090844,NOT
587,64.3622297163,8.02260741382,NOT
588,11563.9546369,107.53582955,NOT
589,194.671487603,13.9524724548,NOT
590,64195.39,253.36809191400002,NOT
591,0.0,0.0,NOT
592,0.0,0.0,NOT
593,0.0,0.0,NOT
594,0.0,0.0,NOT
595,0.0,0.0,NOT
596,136.88264462799998,11.699685663599999,NOT
597,15485.4259752,124.440451523,NOT
598,0.0,0.0,NOT
599,0.0,0.0,NOT
600,84.0599242467,9.168419942749999,NOT
601,5046.70276629,71.04014897430001,NOT
602,288.0,16.9705627485,NOT
603,10658.0,103.23759005299999,NOT
604,0.0,0.0,NOT
605,0.0,0.0,NOT
606,0.0,0.0,NOT
607,0.0,0.0,NOT
608,0.0,0.0,NOT
609,24973.6,158.030376827,NOT
610,271235.04,520.802304142,NOT
611,24973.6,158.030376827,NOT
612,273322.24,522.802295328,NOT
613,24973.6,158.030376827,NOT
614,271235.04,520.802304142,NOT
615,17328.16,131.636469111,NOT
616,17328.16,131.636469111,NOT
617,258472.96,508.40236034099996,NOT
618,286869.76,535.602240473,NOT
619,17328.16,131.636469111,NOT
620,15078.583333300001,122.79488317200001,NOT
621,136606.56,369.60324673900004,NOT
622,136902.4,370.003243229,NOT
623,17328.16,131.636469111,NOT
624,17328.16,131.636469111,NOT
625,276257.76,525.6022831,NOT
626,136606.56,369.60324673900004,NOT
627,24061.5555556,155.117876325,NOT
628,17328.16,131.636469111,NOT
629,257254.24,507.202365925,NOT
630,285585.76,534.402245504,NOT
631,15078.583333300001,122.79488317200001,NOT
632,17328.16,131.636469111,NOT
633,136606.56,369.60324673900004,NOT
634,136902.4,370.003243229,NOT
635,17328.16,131.636469111,NOT
636,17328.16,131.636469111,NOT
637,276257.76,525.6022831,NOT
638,136606.56,369.60324673900004,NOT
639,17328.16,131.636469111,NOT
640,17328.16,131.636469111,NOT
641,257254.24,507.202365925,NOT
642,286013.44,534.802243825,NOT
643,17328.16,131.636469111,NOT
644,14936.8055556,122.2162246,NOT
645,136606.56,369.60324673900004,NOT
646,17328.16,131.636469111,NOT
647,277520.64,526.802277899,NOT
648,136902.4,370.003243229,NOT
649,21559.84,146.83269390700002,NOT
650,145620.96,381.603144641,NOT
651,146.38293444299998,12.0988815369,NOT
652,27457.9591837,165.704433205,NOT
653,1260.25,35.5,NOT
654,1225.0,35.0,NOT
655,1260.25,35.5,NOT
656,1225.0,35.0,NOT
657,1120.22222222,33.4697209762,NOT
658,1225.0,35.0,NOT
659,0.0,0.0,NOT
660,0.0,0.0,NOT
661,821.4285714289999,28.660575211100003,NOT
662,173552.555556,416.596394074,NOT
663,0.0,0.0,NOT
664,0.0,0.0,NOT
665,0.0,0.0,NOT
666,0.0,0.0,NOT
667,0.0,0.0,NOT
668,0.0,0.0,NOT
669,65.6906956192,8.104979680369999,NOT
670,32095.980301599997,179.15351043599998,NOT
671,1260.25,35.5,NOT
672,1225.0,35.0,NOT
673,0.0,0.0,NOT
674,52.8514772953,7.269902151699999,NOT
675,6939.61481895,83.3043505404,NOT
676,25.2407908179,5.02402137912,NOT
677,4103.64255198,64.0596796119,NOT
678,58.798790170100006,7.66803691763,NOT
679,8755.6155625,93.5714462991,NOT
680,0.0,0.0,NOT
681,0.0,0.0,NOT
682,0.0,0.0,NOT
683,0.0,0.0,NOT
684,0.0,0.0,NOT
685,0.0,0.0,NOT
686,0.0,0.0,NOT
687,257.573333333,16.049091355399998,NOT
688,50303.8639053,224.285228906,NOT
689,0.0,0.0,NOT
690,0.0,0.0,BOT
691,0.0,0.0,BOT
692,0.0,0.0,BOT
693,0.0,0.0,BOT
694,0.0,0.0,BOT
695,0.0,0.0,BOT
696,0.0,0.0,BOT
697,0.0,0.0,BOT
698,0.0,0.0,BOT
699,0.0,0.0,BOT
700,0.0,0.0,BOT
701,0.0,0.0,BOT
702,0.0,0.0,BOT
703,0.0,0.0,BOT
704,0.0,0.0,BOT
705,0.0,0.0,BOT
706,0.0,0.0,BOT
707,0.0,0.0,BOT
708,0.0,0.0,BOT
709,0.0,0.0,BOT
710,0.0,0.0,BOT
711,0.0,0.0,BOT
712,0.0,0.0,NOT
713,227.97231833900003,15.0987522113,NOT
714,44657.257110000006,211.322637477,NOT
715,0.0,0.0,NOT
716,0.0,0.0,NOT
717,0.0,0.0,NOT
718,0.0,0.0,NOT
719,0.0,0.0,NOT
720,0.0,0.0,NOT
721,0.0,0.0,NOT
722,227.97231833900003,15.0987522113,NOT
723,43952.1288889,209.647630296,NOT
724,0.0,0.0,NOT
725,0.0,0.0,NOT
726,0.0,0.0,NOT
727,0.0,0.0,NOT
728,0.0,0.0,NOT
729,0.0,0.0,NOT
730,0.0,0.0,NOT
731,0.0,0.0,NOT
732,0.0,0.0,NOT
733,0.0,0.0,NOT
734,0.0,0.0,NOT
735,0.0,0.0,NOT
736,0.0,0.0,BOT
737,0.0,0.0,BOT
738,0.0,0.0,BOT
739,324.0,18.0,NOT
740,11990.25,109.5,NOT
741,576.0,24.0,NOT
742,15500.25,124.5,NOT
743,1120.22222222,33.4697209762,NOT
744,1225.0,35.0,NOT
745,0.0,0.0,BOT
746,0.0,0.0,BOT
747,0.0,0.0,BOT
748,0.0,0.0,BOT
749,0.0,0.0,BOT
750,0.0,0.0,BOT
751,0.0,0.0,BOT
752,0.0,0.0,BOT
753,0.0,0.0,BOT
754,0.0,0.0,BOT
755,0.0,0.0,BOT
756,0.0,0.0,BOT
757,0.0,0.0,BOT
758,0.0,0.0,BOT
759,0.0,0.0,BOT
760,0.0,0.0,BOT
761,0.0,0.0,BOT
762,0.0,0.0,BOT
763,0.0,0.0,BOT
764,12.0,3.46410161514,BOT
765,14.222222222200001,3.77123616633,BOT
766,0.0,0.0,BOT
767,12.0,3.46410161514,BOT
768,14.222222222200001,3.77123616633,BOT
769,0.0,0.0,BOT
770,12.0,3.46410161514,BOT
771,14.222222222200001,3.77123616633,BOT
772,0.0,0.0,BOT
773,12.0,3.46410161514,BOT
774,14.222222222200001,3.77123616633,BOT
775,0.0,0.0,BOT
776,12.0,3.46410161514,BOT
777,14.222222222200001,3.77123616633,BOT
778,0.0,0.0,BOT
779,12.0,3.46410161514,BOT
780,14.222222222200001,3.77123616633,BOT
781,0.0,0.0,BOT
782,12.0,3.46410161514,BOT
783,14.222222222200001,3.77123616633,BOT
784,0.0,0.0,BOT
785,12.0,3.46410161514,BOT
786,14.222222222200001,3.77123616633,BOT
787,0.0,0.0,BOT
788,12.0,3.46410161514,BOT
789,14.222222222200001,3.77123616633,BOT
790,0.0,0.0,BOT
791,12.0,3.46410161514,BOT
792,14.222222222200001,3.77123616633,BOT
793,0.0,0.0,BOT
794,12.0,3.46410161514,BOT
795,14.222222222200001,3.77123616633,BOT
796,0.0,0.0,BOT
797,12.0,3.46410161514,BOT
798,14.222222222200001,3.77123616633,BOT
799,0.0,0.0,BOT
800,12.0,3.46410161514,BOT
801,14.222222222200001,3.77123616633,BOT
802,0.0,0.0,BOT
803,12.0,3.46410161514,BOT
804,14.222222222200001,3.77123616633,BOT
805,0.0,0.0,BOT
806,12.0,3.46410161514,BOT
807,14.222222222200001,3.77123616633,BOT
808,0.0,0.0,BOT
809,12.0,3.46410161514,BOT
810,14.222222222200001,3.77123616633,BOT
811,0.0,0.0,BOT
812,12.0,3.46410161514,BOT
813,14.222222222200001,3.77123616633,BOT
814,0.0,0.0,BOT
815,12.0,3.46410161514,BOT
816,14.222222222200001,3.77123616633,BOT
817,0.0,0.0,BOT
818,12.0,3.46410161514,BOT
819,14.222222222200001,3.77123616633,BOT
820,0.0,0.0,BOT
821,12.0,3.46410161514,BOT
822,14.222222222200001,3.77123616633,BOT
823,0.0,0.0,BOT
824,12.0,3.46410161514,BOT
825,14.222222222200001,3.77123616633,BOT
826,0.0,0.0,BOT
827,12.0,3.46410161514,BOT
828,14.222222222200001,3.77123616633,BOT
829,0.0,0.0,BOT
830,12.0,3.46410161514,BOT
831,14.222222222200001,3.77123616633,BOT
832,0.0,0.0,BOT
833,12.0,3.46410161514,BOT
834,14.222222222200001,3.77123616633,BOT
835,0.0,0.0,BOT
836,12.0,3.46410161514,BOT
837,14.222222222200001,3.77123616633,BOT
838,0.0,0.0,BOT
839,12.0,3.46410161514,BOT
840,14.222222222200001,3.77123616633,BOT
841,0.0,0.0,BOT
842,12.0,3.46410161514,BOT
843,14.222222222200001,3.77123616633,BOT
844,0.0,0.0,BOT
845,12.0,3.46410161514,BOT
846,14.222222222200001,3.77123616633,BOT
847,0.0,0.0,BOT
848,12.0,3.46410161514,BOT
849,14.222222222200001,3.77123616633,BOT
850,0.0,0.0,BOT
851,12.0,3.46410161514,BOT
852,14.222222222200001,3.77123616633,BOT
853,0.0,0.0,BOT
854,12.0,3.46410161514,BOT
855,14.222222222200001,3.77123616633,BOT
856,0.0,0.0,BOT
857,12.0,3.46410161514,BOT
858,14.222222222200001,3.77123616633,BOT
859,0.0,0.0,BOT
860,12.0,3.46410161514,BOT
861,14.222222222200001,3.77123616633,BOT
862,0.0,0.0,BOT
863,12.0,3.46410161514,BOT
864,14.222222222200001,3.77123616633,BOT
865,0.0,0.0,BOT
866,12.0,3.46410161514,BOT
867,14.222222222200001,3.77123616633,BOT
868,0.0,0.0,BOT
869,12.0,3.46410161514,BOT
870,14.222222222200001,3.77123616633,BOT
