,percent_push,src_port,dst_port,std_byte,class
163,0.0,35691,31037,0.0,NOT
164,0.0,31037,35691,0.0,NOT
165,0.0,47363,32234,15.5,NOT
166,0.0,32234,47363,0.0,NOT
167,0.0,38997,32234,0.0,NOT
168,0.0,61071,31037,0.0,NOT
169,0.0,31037,61071,0.0,NOT
170,0.0,32234,61991,18.0,NOT
171,0.0,55689,29676,24.0,NOT
172,0.0,29676,55689,187.648607775,NOT
173,0.0,58173,29676,24.0,NOT
174,0.0,29676,58173,220.0,NOT
175,0.0,16004,29676,24.0,NOT
176,0.0,29676,16004,220.0,NOT
177,0.0,59110,29676,24.0,NOT
178,0.0,29676,59110,184.119526395,NOT
179,0.0,46755,29676,0.0,NOT
180,0.0,29676,46755,0.0,NOT
181,0.0,32234,43093,0.0,NOT
182,0.0,43093,32234,0.0,NOT
183,0.0,28076,29676,24.0,NOT
184,0.0,29676,28076,205.251065771,NOT
185,0.0,10027,32234,0.0,NOT
186,0.0,32234,10027,0.0,NOT
187,0.0,48134,29676,24.0,NOT
188,0.0,29676,48134,95.5614985232,NOT
189,0.0,41447,29676,24.0,NOT
190,0.0,29676,41447,95.5614985232,NOT
191,0.0,31037,19623,0.0,NOT
192,0.0,19623,31037,0.0,NOT
193,0.0,31055,29676,24.0,NOT
194,0.0,29676,31055,96.0,NOT
195,0.0,26461,32234,0.0,NOT
196,0.0,32234,26461,0.0,NOT
197,0.0,35691,29676,92.92604586440001,NOT
198,0.0,29676,35691,106.677082825,NOT
199,0.0,32614,29676,0.0,NOT
200,0.0,29676,32614,0.0,NOT
201,0.0,51010,32234,0.0,NOT
202,0.0,32234,51010,0.0,NOT
203,0.0,33239,32234,0.0,NOT
204,0.0,32234,33239,0.0,NOT
205,0.0,48851,32234,0.0,NOT
206,0.0,32234,48851,0.0,NOT
207,0.0,2077,53,0.0,BOT
208,0.0,53,2077,0.0,BOT
209,0.0,40414,31037,0.0,NOT
210,0.0,31037,40414,0.0,NOT
211,0.0,35691,29676,0.0,NOT
212,0.0,29676,35691,0.0,NOT
213,0.0,21052,29676,0.0,NOT
214,0.0,29676,21052,0.0,NOT
215,0.0,2746,25,0.0,BOT
216,0.0,8040,32234,0.0,NOT
217,0.0,32234,8040,0.0,NOT
218,0.0,1066,3128,0.0,BOT
219,0.0,2218,6667,0.0,BOT
220,0.0,6667,2218,0.0,BOT
221,0.0,1938,6667,0.0,BOT
222,0.0,1569,6667,0.0,BOT
223,0.0,1540,6667,0.0,BOT
224,0.0,1932,6667,0.0,BOT
225,0.0,2409,6667,0.0,BOT
226,0.0,65255,32234,0.0,NOT
227,0.0,2178,6667,0.0,BOT
228,0.0,29676,51413,0.0,NOT
229,0.0,51413,29676,0.0,NOT
230,0.0,29676,59343,0.0,NOT
231,0.0,55184,32234,0.0,NOT
232,0.0,32234,55184,0.0,NOT
233,0.0,1558,29676,0.0,NOT
234,0.0,29676,1558,0.0,NOT
235,0.0,21728,32234,0.0,NOT
236,0.0,32234,21728,0.0,NOT
237,0.0,2279,29676,0.0,NOT
238,0.0,29676,2279,0.0,NOT
239,0.0,19946,29676,0.0,NOT
240,0.0,29676,19946,0.0,NOT
241,0.0,46232,29676,0.0,NOT
242,0.0,29676,46232,0.0,NOT
243,0.0,2077,53,0.0,BOT
244,0.0,53,2077,0.0,BOT
245,0.0,2077,53,0.0,BOT
246,0.0,53,2077,0.0,BOT
247,0.0,2077,53,0.0,BOT
248,0.0,53,2077,0.0,BOT
249,0.0,28894,31037,0.0,NOT
250,0.0,31037,28894,0.0,NOT
251,0.0,11482,29676,0.0,NOT
252,0.0,29676,11482,0.0,NOT
253,0.0,32797,31037,0.0,NOT
254,0.0,31037,32797,0.0,NOT
255,0.0,49801,29676,0.0,NOT
256,0.0,29676,49801,0.0,NOT
257,0.0,41001,32234,0.0,NOT
258,0.0,32234,41001,0.0,NOT
259,0.0,8290,32234,0.0,NOT
260,0.0,32234,8290,0.0,NOT
261,0.0,36265,29676,0.0,NOT
262,0.0,29676,36265,0.0,NOT
263,0.0,25705,31037,0.0,NOT
264,0.0,31037,25705,0.0,NOT
265,0.0,46779,32234,0.0,NOT
266,0.0,29676,43227,0.0,NOT
267,0.0,43227,29676,0.0,NOT
268,0.0,2077,53,1.46969384567,BOT
269,0.0,53,2077,1.46969384567,BOT
270,0.0,2077,53,0.0,BOT
271,0.0,53,2077,0.0,BOT
272,0.0,2077,53,0.0,BOT
273,0.0,53,2077,0.0,BOT
274,0.0,2079,53,0.0,BOT
275,0.0,53,2079,41.9550023504,BOT
276,0.0,2077,53,0.0,BOT
277,0.0,53,2077,0.0,BOT
278,0.0,29676,20058,0.0,NOT
279,0.0,20058,29676,0.0,NOT
280,0.0,2079,53,0.0,BOT
281,0.0,53,2079,0.0,BOT
282,0.0,2077,53,0.0,BOT
283,0.0,53,2077,17.4419672693,BOT
284,0.0,44504,32234,0.0,NOT
285,0.0,32234,44504,0.0,NOT
286,0.0,31270,29676,0.0,NOT
287,0.0,29676,31270,0.0,NOT
288,0.0,20298,31037,0.0,NOT
289,0.0,31037,20298,0.0,NOT
290,0.0,37053,31037,0.0,NOT
291,0.0,31037,37053,0.0,NOT
292,0.0,32234,6881,0.0,NOT
293,0.0,31037,6881,16.9705627485,NOT
294,0.0,6881,31037,0.0,NOT
295,0.0,32234,35691,0.0,NOT
296,0.0,35691,32234,0.0,NOT
297,0.0,50289,32234,0.0,NOT
298,0.0,32234,50289,0.0,NOT
299,0.0,29676,56282,0.0,NOT
300,0.0,45602,31037,0.0,NOT
301,0.0,2079,53,0.0,BOT
302,0.0,53,2079,0.0,BOT
303,0.0,12065,32234,0.0,NOT
304,0.0,32234,12065,0.0,NOT
305,0.0,2077,53,0.0,BOT
306,0.0,53,2077,0.0,BOT
307,0.0,2077,53,0.0,BOT
308,0.0,53,2077,0.0,BOT
309,0.0,15823,32234,0.0,NOT
310,0.0,32234,15823,0.0,NOT
311,0.0,41462,29676,0.0,NOT
312,0.0,29676,41462,0.0,NOT
313,0.0,32234,29631,0.0,NOT
314,0.0,29631,32234,0.0,NOT
315,0.0,30816,32234,0.0,NOT
316,0.0,32234,30816,0.0,NOT
317,0.0,53925,32234,0.0,NOT
318,0.0,32234,53925,0.0,NOT
319,0.0,2079,53,0.0,BOT
320,0.0,53,2079,0.0,BOT
321,0.0,2077,53,0.0,BOT
322,0.0,53,2077,0.0,BOT
323,0.0,2079,53,0.0,BOT
324,0.0,53,2079,0.0,BOT
325,0.0,2077,53,0.0,BOT
326,0.0,53,2077,0.0,BOT
327,0.0,52112,32234,0.0,NOT
328,0.0,32234,52112,0.0,NOT
329,0.0,2077,53,3.6551333765,BOT
330,0.0,53,2077,18.5364505772,BOT
331,0.0,4642,25,0.0,BOT
332,0.0,4643,25,0.0,BOT
333,0.0,3515,25,0.0,BOT
334,0.0,3540,25,0.0,BOT
335,0.0,2079,53,2.42670329643,BOT
336,0.0,53,2079,14.8061548763,BOT
337,0.0,2079,53,0.0,BOT
338,0.0,53,2079,0.0,BOT
339,0.0,2079,53,0.0,BOT
340,0.0,2079,53,0.0,BOT
341,0.0,53,2079,0.0,BOT
342,0.0,16336,3389,6.0,BOT
343,0.0,3389,16336,0.0,BOT
344,42.5,23529,3389,115.658849099,BOT
345,92.5925925926,3389,23529,140.127769689,BOT
346,40.476190476199996,23592,3389,113.374692333,BOT
347,93.1034482759,3389,23592,188.844893699,BOT
348,40.9090909091,23843,3389,150.998583815,BOT
349,95.7446808511,3389,23843,150.121209516,BOT
350,44.7368421053,24265,3389,118.57730043,BOT
351,93.3333333333,3389,24265,133.474550217,BOT
352,47.2222222222,24413,3389,121.343135924,BOT
353,95.0,3389,24413,215.099777235,BOT
354,47.368421052600006,24650,3389,118.55469651799999,BOT
355,91.37931034479999,3389,24650,133.454998494,BOT
356,47.2222222222,24972,3389,121.309241605,BOT
357,92.85714285709999,3389,24972,222.774583351,BOT
358,37.1428571429,25063,3389,123.09375885600001,BOT
359,96.42857142860001,3389,25063,130.249892279,BOT
360,47.368421052600006,25545,3389,120.244363958,BOT
361,93.3333333333,3389,25545,140.316439007,BOT
362,41.4634146341,25692,3389,114.758261818,BOT
363,92.4528301887,3389,25692,129.255934005,BOT
364,47.5,25829,3389,115.64082053899999,BOT
365,90.7692307692,3389,25829,173.966006337,BOT
366,42.5,26231,3389,116.326047706,BOT
367,92.9824561404,3389,26231,125.11020688100001,BOT
368,44.1860465116,26527,3389,112.178043604,BOT
369,89.4736842105,3389,26527,128.404279415,BOT
370,35.8974358974,26641,3389,117.701379462,BOT
371,96.29629629629999,3389,26641,127.59698025,BOT
372,40.0,27075,3389,170.585894786,BOT
373,91.6666666667,3389,27075,168.02634962,BOT
374,36.0,27438,3389,141.987131811,BOT
375,94.8717948718,3389,27438,211.07176802200001,BOT
376,0.0,27815,3389,4.0,BOT
377,0.0,3389,27815,0.0,BOT
378,0.0,27898,3389,4.0,BOT
379,0.0,3389,27898,0.0,BOT
380,62.5,28067,3389,130.241062553,BOT
381,70.0,3389,28067,95.2034138043,BOT
382,0.0,28324,3389,4.0,BOT
383,0.0,3389,28324,0.0,BOT
384,0.0,28451,3389,4.0,BOT
385,0.0,3389,28451,0.0,BOT
386,0.0,28843,3389,4.0,BOT
387,0.0,3389,28843,0.0,BOT
388,0.0,28876,3389,4.0,BOT
389,0.0,3389,28876,0.0,BOT
390,45.4545454545,28941,3389,148.789634625,BOT
391,90.243902439,3389,28941,336.49396072400003,BOT
392,47.2222222222,29487,3389,119.67510996200001,BOT
393,93.9393939394,3389,29487,286.342638319,BOT
394,50.0,29875,3389,189.024469315,BOT
395,76.4705882353,3389,29875,149.935487857,BOT
396,44.7368421053,10109,3389,117.427410241,BOT
397,92.1568627451,3389,10109,137.530647383,BOT
398,43.5897435897,10229,3389,116.059360449,BOT
399,90.0,3389,10229,133.11608317600002,BOT
400,43.5897435897,10500,3389,116.285650016,BOT
401,91.6666666667,3389,10500,135.41317784,BOT
402,42.5,10577,3389,114.79237779600001,BOT
403,91.6666666667,3389,10577,135.214527015,BOT
404,43.5897435897,10625,3389,116.018231808,BOT
405,91.8367346939,3389,10625,134.214412557,BOT
406,43.5897435897,10695,3389,116.283953848,BOT
407,91.8367346939,3389,10695,133.89828734399998,BOT
408,40.476190476199996,10799,3389,112.65838435100001,BOT
409,90.74074074069999,3389,10799,134.117269745,BOT
410,41.4634146341,11161,3389,113.205393136,BOT
411,92.30769230770001,3389,11161,130.470579501,BOT
412,43.5897435897,11256,3389,115.753126631,BOT
413,91.6666666667,3389,11256,135.192518014,BOT
414,42.5,11301,3389,114.35991430600001,BOT
415,92.0,3389,11301,136.22047423200002,BOT
416,42.5,11374,3389,114.74584959799999,BOT
417,91.8367346939,3389,11374,134.006853312,BOT
418,44.7368421053,11735,3389,117.188249721,BOT
419,91.6666666667,3389,11735,135.41317784,BOT
420,47.368421052600006,11776,3389,117.20691035,BOT
421,90.1960784314,3389,11776,134.828696476,BOT
422,44.7368421053,11821,3389,117.078403188,BOT
423,92.0,3389,11821,132.61997436299998,BOT
424,41.8604651163,11866,3389,110.876155704,BOT
425,86.5384615385,3389,11866,130.846702165,BOT
426,42.5,11952,3389,114.526457096,BOT
427,92.0,3389,11952,132.653750795,BOT
428,0.0,12074,3389,4.0,BOT
429,0.0,3389,12074,0.0,BOT
430,42.5,12164,3389,114.883364766,BOT
431,92.30769230770001,3389,12164,130.346857478,BOT
432,41.4634146341,12301,3389,113.205393136,BOT
433,92.30769230770001,3389,12301,135.047486443,BOT
434,43.5897435897,12724,3389,115.753126631,BOT
435,91.6666666667,3389,12724,135.273481993,BOT
436,43.5897435897,12767,3389,115.590727591,BOT
437,89.79591836729999,3389,12767,134.33923007799999,BOT
438,47.2222222222,12834,3389,119.99652772799999,BOT
439,92.0,3389,12834,136.22047423200002,BOT
440,42.5,12879,3389,114.544966607,BOT
441,92.0,3389,12879,132.825300301,BOT
442,37.777777777800004,12970,3389,109.034469575,BOT
443,93.22033898309999,3389,12970,122.57018462100001,BOT
444,41.4634146341,13417,3389,113.270230651,BOT
445,90.3846153846,3389,13417,134.188877913,BOT
446,43.5897435897,13503,3389,115.89066805700001,BOT
447,91.8367346939,3389,13503,134.07477695,BOT
448,44.7368421053,13555,3389,117.078403188,BOT
449,91.6666666667,3389,13555,135.41317784,BOT
450,44.7368421053,13587,3389,117.157909514,BOT
451,91.6666666667,3389,13587,135.548459905,BOT
452,44.7368421053,13680,3389,117.21587915799999,BOT
453,91.6666666667,3389,13680,135.214527015,BOT
454,43.5897435897,13724,3389,116.028907731,BOT
455,91.8367346939,3389,13724,134.23676299,BOT
456,43.5897435897,13821,3389,115.791726241,BOT
457,91.8367346939,3389,13821,133.973745928,BOT
458,44.7368421053,13884,3389,117.078403188,BOT
459,92.1568627451,3389,13884,131.535482807,BOT
460,44.7368421053,13966,3389,117.359407844,BOT
461,92.0,3389,13966,192.03429797799998,BOT
462,42.5,14006,3389,114.68194060100001,BOT
463,92.30769230770001,3389,14006,130.09219961,BOT
464,44.7368421053,14097,3389,116.82169392600001,BOT
465,92.1568627451,3389,14097,131.454352641,BOT
466,42.5,14151,3389,114.544966607,BOT
467,92.4528301887,3389,14151,128.809437265,BOT
468,44.7368421053,14275,3389,117.078403188,BOT
469,91.6666666667,3389,14275,135.192954634,BOT
470,47.2222222222,14345,3389,119.917474195,BOT
471,92.0,3389,14345,132.43668525,BOT
472,43.5897435897,14408,3389,115.302797203,BOT
473,91.6666666667,3389,14408,135.258303234,BOT
474,47.2222222222,14453,3389,119.779745784,BOT
475,93.75,3389,14453,135.070654093,BOT
476,45.0,14491,3389,114.529796887,BOT
477,90.3846153846,3389,14491,136.145712219,BOT
478,44.7368421053,14534,3389,116.82169392600001,BOT
479,91.8367346939,3389,14534,140.31422462700002,BOT
480,41.4634146341,14583,3389,113.62424375399999,BOT
481,92.30769230770001,3389,14583,133.624983048,BOT
482,43.5897435897,14650,3389,116.072196355,BOT
483,92.0,3389,14650,132.98685799700002,BOT
484,43.5897435897,14747,3389,115.535206573,BOT
485,91.8367346939,3389,14747,133.996015283,BOT
486,43.5897435897,14837,3389,115.65491417,BOT
487,91.8367346939,3389,14837,134.128473165,BOT
488,43.5897435897,14906,3389,115.92897800899999,BOT
489,91.6666666667,3389,14906,135.083498805,BOT
490,44.7368421053,14952,3389,117.078403188,BOT
491,91.6666666667,3389,14952,135.379712907,BOT
492,46.3414634146,14979,3389,112.74760048799999,BOT
493,90.0,3389,14979,133.025352471,BOT
494,42.5,15017,3389,114.05632106600001,BOT
495,92.0,3389,15017,132.556084734,BOT
496,44.7368421053,15053,3389,116.94700127799999,BOT
497,91.6666666667,3389,15053,135.236750673,BOT
498,50.0,15080,3389,170.554060345,BOT
499,75.0,3389,15080,156.236199391,BOT
500,0.0,2321,32234,0.0,NOT
501,0.0,32234,2321,0.0,NOT
502,0.0,29676,13859,0.0,NOT
503,0.0,11851,32234,0.0,NOT
504,0.0,32234,11851,0.0,NOT
505,0.0,32234,20989,0.0,NOT
506,0.0,3848,6667,0.0,BOT
507,0.0,62477,29676,0.0,NOT
508,0.0,29676,62477,0.0,NOT
509,0.0,29676,11298,0.0,NOT
510,0.0,1274,6667,0.0,BOT
511,0.0,6667,1274,0.0,BOT
512,0.0,42711,32234,0.0,NOT
513,0.0,32234,42711,0.0,NOT
514,0.0,16804,32234,0.0,NOT
515,0.0,32234,16804,0.0,NOT
516,0.0,24055,31037,0.0,NOT
517,0.0,31037,24055,0.0,NOT
518,0.0,4541,6667,0.0,BOT
519,0.0,1079,6667,0.0,BOT
520,0.0,60146,32234,0.0,NOT
521,0.0,32234,60146,0.0,NOT
522,0.0,39104,32234,1.5,NOT
523,0.0,51128,29676,0.0,NOT
524,0.0,29676,51128,0.0,NOT
525,0.0,16781,31037,0.0,NOT
526,0.0,31037,16781,0.0,NOT
527,0.0,18087,32234,0.0,NOT
528,0.0,32234,18087,0.0,NOT
529,0.0,33021,31037,0.0,NOT
530,0.0,31037,33021,0.0,NOT
531,0.0,10000,32234,0.0,NOT
532,0.0,32234,10000,0.0,NOT
533,0.0,26871,32234,0.0,NOT
534,0.0,32234,26871,0.0,NOT
535,0.0,27865,32234,0.0,NOT
536,0.0,32234,27865,0.0,NOT
537,0.0,25899,31037,0.0,NOT
538,0.0,31037,25899,0.0,NOT
539,0.0,58654,31037,0.0,NOT
540,0.0,31037,58654,0.0,NOT
541,0.0,52384,31037,0.0,NOT
542,0.0,31037,52384,0.0,NOT
543,0.0,29676,16254,0.0,NOT
544,0.0,2079,53,0.0,BOT
545,0.0,53,2079,0.0,BOT
546,0.0,2077,53,0.0,BOT
547,0.0,53,2077,0.0,BOT
548,0.0,45013,29676,0.0,NOT
549,0.0,29676,45013,0.0,NOT
550,0.0,13026,29676,0.0,NOT
551,0.0,29676,13026,0.0,NOT
552,0.0,54025,32234,0.0,NOT
553,0.0,49261,32234,0.0,NOT
554,0.0,32234,49261,0.0,NOT
555,0.0,52262,32234,0.0,NOT
556,0.0,32234,52262,0.0,NOT
557,0.0,27540,32234,0.0,NOT
558,0.0,32234,27540,0.0,NOT
559,0.0,7600,7600,4.91804414833,NOT
560,0.0,7600,7600,27.4604396488,NOT
561,0.0,15382,32234,0.0,NOT
562,0.0,32234,15382,0.0,NOT
563,0.0,1024,32234,0.0,NOT
564,0.0,32234,1024,0.0,NOT
565,0.0,7600,7600,9.10650912482,NOT
566,0.0,7600,7600,101.544957098,NOT
567,0.0,29186,4041,0.0,NOT
568,0.0,7600,3887,0.0,NOT
569,0.0,3887,7600,0.0,NOT
570,0.0,24185,31037,0.0,NOT
571,0.0,31037,24185,0.0,NOT
572,0.0,29676,11739,0.0,NOT
573,0.0,13742,7600,35.5,NOT
574,0.0,7600,13742,35.0,NOT
575,0.0,7600,7600,35.5,NOT
576,0.0,7600,7600,35.0,NOT
577,0.0,7600,7600,35.5,NOT
578,0.0,7600,7600,35.0,NOT
579,0.0,32234,1024,0.0,NOT
580,0.0,7600,7600,0.0,NOT
581,0.0,7600,7600,0.0,NOT
582,0.0,31037,16001,0.0,NOT
583,0.0,11935,31037,0.0,NOT
584,0.0,7600,7600,0.0,NOT
585,0.0,16224,7600,8.55443746534,NOT
586,0.0,7600,16224,104.122090844,NOT
587,0.0,16224,7600,8.02260741382,NOT
588,0.0,7600,16224,107.53582955,NOT
589,0.0,7600,7600,13.9524724548,NOT
590,0.0,7600,7600,253.36809191400002,NOT
591,0.0,29676,1077,0.0,NOT
592,0.0,7600,10744,0.0,NOT
593,0.0,12657,32234,0.0,NOT
594,0.0,43480,7600,0.0,NOT
595,0.0,7600,43480,0.0,NOT
596,0.0,45013,7600,11.699685663599999,NOT
597,0.0,7600,45013,124.440451523,NOT
598,0.0,40315,7600,0.0,NOT
599,0.0,7600,40315,0.0,NOT
600,0.0,25903,7600,9.168419942749999,NOT
601,0.0,7600,25903,71.04014897430001,NOT
602,0.0,31037,9684,16.9705627485,NOT
603,0.0,9684,31037,103.23759005299999,NOT
604,0.0,26042,31037,0.0,NOT
605,0.0,31037,26042,0.0,NOT
606,0.0,32234,31902,0.0,NOT
607,0.0,7600,16660,0.0,NOT
608,0.0,7600,16660,0.0,NOT
609,20.0,1067,80,158.030376827,NOT
610,20.0,80,1067,520.802304142,NOT
611,20.0,1072,80,158.030376827,NOT
612,20.0,80,1072,522.802295328,NOT
613,20.0,1058,80,158.030376827,NOT
614,20.0,80,1058,520.802304142,NOT
615,20.0,1085,80,131.636469111,NOT
616,20.0,1084,80,131.636469111,NOT
617,20.0,80,1084,508.40236034099996,NOT
618,20.0,80,1085,535.602240473,NOT
619,20.0,1087,80,131.636469111,NOT
620,16.6666666667,1088,80,122.79488317200001,NOT
621,20.0,80,1087,369.60324673900004,NOT
622,20.0,80,1088,370.003243229,NOT
623,20.0,1095,80,131.636469111,NOT
624,20.0,1096,80,131.636469111,NOT
625,20.0,80,1095,525.6022831,NOT
626,20.0,80,1096,369.60324673900004,NOT
627,33.3333333333,1085,80,155.117876325,NOT
628,20.0,1084,80,131.636469111,NOT
629,20.0,80,1084,507.202365925,NOT
630,20.0,80,1085,534.402245504,NOT
631,16.6666666667,1090,80,122.79488317200001,NOT
632,20.0,1098,80,131.636469111,NOT
633,20.0,80,1090,369.60324673900004,NOT
634,20.0,80,1098,370.003243229,NOT
635,20.0,1106,80,131.636469111,NOT
636,20.0,1107,80,131.636469111,NOT
637,20.0,80,1106,525.6022831,NOT
638,20.0,80,1107,369.60324673900004,NOT
639,20.0,1067,80,131.636469111,NOT
640,20.0,1068,80,131.636469111,NOT
641,20.0,80,1068,507.202365925,NOT
642,20.0,80,1067,534.802243825,NOT
643,20.0,1078,80,131.636469111,NOT
644,16.6666666667,1079,80,122.2162246,NOT
645,20.0,80,1078,369.60324673900004,NOT
646,20.0,1084,80,131.636469111,NOT
647,20.0,80,1084,526.802277899,NOT
648,20.0,80,1079,370.003243229,NOT
649,20.0,1091,80,146.83269390700002,NOT
650,20.0,80,1091,381.603144641,NOT
651,0.0,31566,7600,12.0988815369,NOT
652,0.0,7600,31566,165.704433205,NOT
