,avg_byte,var_byte,protocol,pack_exc,byte_exc,class
361,119.616666667,19688.7030556,TCP,120,14354,BOT
362,84.17073170729999,13169.458655600001,TCP,41,3451,BOT
363,103.188679245,16707.096475600003,TCP,106,10938,BOT
364,86.275,13372.799375,TCP,40,3451,BOT
365,121.369230769,30264.171360900003,TCP,130,15778,BOT
366,85.725,13531.749375,TCP,40,3429,BOT
367,100.543859649,15652.563865799999,TCP,114,11462,BOT
368,82.3953488372,12583.913466700002,TCP,43,3543,BOT
369,107.245614035,16487.658972,TCP,114,12226,BOT
370,83.358974359,13853.614727200002,TCP,39,3251,BOT
371,109.462962963,16280.989368999999,TCP,108,11822,BOT
372,129.55,29099.5475,TCP,20,2591,BOT
373,154.08333333299998,28232.8541667,TCP,72,11094,BOT
374,97.88,20160.3456,TCP,25,2447,BOT
375,149.128205128,44551.2912558,TCP,78,11632,BOT
376,44.0,16.0,TCP,2,88,BOT
377,48.0,0.0,TCP,2,96,BOT
378,44.0,16.0,TCP,2,88,BOT
379,48.0,0.0,TCP,2,96,BOT
380,102.625,16962.734375,TCP,8,821,BOT
381,84.9,9063.69,TCP,20,1698,BOT
382,44.0,16.0,TCP,2,88,BOT
383,48.0,0.0,TCP,2,96,BOT
384,44.0,16.0,TCP,2,88,BOT
385,48.0,0.0,TCP,2,96,BOT
386,44.0,16.0,TCP,2,88,BOT
387,48.0,0.0,TCP,2,96,BOT
388,44.0,16.0,TCP,2,88,BOT
389,48.0,0.0,TCP,2,96,BOT
390,109.909090909,22138.3553719,TCP,22,2418,BOT
391,232.90243902400002,113228.185604,TCP,82,19098,BOT
392,89.75,14322.1319444,TCP,36,3231,BOT
393,181.212121212,81992.1065197,TCP,132,23920,BOT
394,155.5,35730.25,TCP,12,1866,BOT
395,157.23529411799998,22480.650519,TCP,34,5346,BOT
396,85.5263157895,13789.1966759,TCP,38,3250,BOT
397,110.450980392,18914.678969599998,TCP,102,11266,BOT
398,86.3846153846,13469.7751479,TCP,39,3369,BOT
399,102.78,17719.8916,TCP,100,10278,BOT
400,85.51282051279999,13522.352399700001,TCP,39,3335,BOT
401,105.020833333,18336.728732599997,TCP,96,10082,BOT
402,84.4,13177.29,TCP,40,3376,BOT
403,104.895833333,18282.968316,TCP,96,10070,BOT
404,86.0256410256,13460.2301118,TCP,39,3355,BOT
405,104.040816327,18013.5085381,TCP,98,10196,BOT
406,84.8717948718,13521.9579224,TCP,39,3310,BOT
407,103.93877551,17928.751353599997,TCP,98,10186,BOT
408,84.5714285714,12691.9115646,TCP,42,3552,BOT
409,107.75925925899999,17987.442043900002,TCP,108,11638,BOT
410,82.0487804878,12815.461035100001,TCP,41,3364,BOT
411,104.75,17022.5721154,TCP,104,10894,BOT
412,86.3333333333,13398.7863248,TCP,39,3367,BOT
413,104.9375,18277.0169271,TCP,96,10074,BOT
414,84.6,13078.19,TCP,40,3384,BOT
415,108.32,18556.0176,TCP,100,10832,BOT
416,83.2,13166.61,TCP,40,3328,BOT
417,104.85714285700001,17957.8367347,TCP,98,10276,BOT
418,87.42105263159999,13733.0858726,TCP,38,3322,BOT
419,105.020833333,18336.728732599997,TCP,96,10082,BOT
420,87.4736842105,13737.4598338,TCP,38,3324,BOT
421,108.352941176,18178.7773933,TCP,102,11052,BOT
422,85.5526315789,13707.3524931,TCP,38,3251,BOT
423,104.68,17588.0576,TCP,100,10468,BOT
424,83.67441860470001,12293.5219037,TCP,43,3598,BOT
425,101.423076923,17120.859467500002,TCP,104,10548,BOT
426,84.875,13116.309375,TCP,40,3395,BOT
427,104.68,17597.0176,TCP,100,10468,BOT
428,44.0,16.0,TCP,2,88,BOT
429,48.0,0.0,TCP,2,96,BOT
430,83.25,13198.1875,TCP,40,3330,BOT
431,104.346153846,16990.3032544,TCP,104,10852,BOT
432,82.0487804878,12815.461035100001,TCP,41,3364,BOT
433,109.44230769200001,18237.8235947,TCP,104,11382,BOT
434,86.3333333333,13398.7863248,TCP,39,3367,BOT
435,105.041666667,18298.9149306,TCP,96,10084,BOT
436,85.7435897436,13361.2163051,TCP,39,3344,BOT
437,103.693877551,18047.028738,TCP,98,10162,BOT
438,88.0,14399.166666699999,TCP,36,3168,BOT
439,108.32,18556.0176,TCP,100,10832,BOT
440,83.275,13120.549375,TCP,40,3331,BOT
441,103.86,17642.5604,TCP,100,10386,BOT
442,80.2,11888.5155556,TCP,45,3609,BOT
443,103.20338983100001,15023.450158000001,TCP,118,12178,BOT
444,82.4146341463,12830.1451517,TCP,41,3379,BOT
445,108.134615385,18006.6549556,TCP,104,11246,BOT
446,86.3846153846,13430.6469428,TCP,39,3369,BOT
447,104.489795918,17976.045814200002,TCP,98,10240,BOT
448,85.5526315789,13707.3524931,TCP,38,3251,BOT
449,105.020833333,18336.728732599997,TCP,96,10082,BOT
450,87.60526315790001,13725.9757618,TCP,38,3329,BOT
451,105.104166667,18373.384982599997,TCP,96,10090,BOT
452,85.7368421053,13739.562326899999,TCP,38,3258,BOT
453,104.895833333,18282.968316,TCP,96,10070,BOT
454,86.4358974359,13462.707429299999,TCP,39,3371,BOT
455,104.040816327,18019.5085381,TCP,98,10196,BOT
456,84.3846153846,13407.7238659,TCP,39,3291,BOT
457,103.87755102,17948.9645981,TCP,98,10180,BOT
458,85.5526315789,13707.3524931,TCP,38,3251,BOT
459,103.156862745,17301.5832372,TCP,102,10522,BOT
460,85.92105263159999,13773.230609399998,TCP,38,3265,BOT
461,123.78,36877.1716,TCP,100,12378,BOT
462,83.45,13151.9475,TCP,40,3338,BOT
463,103.51923076899999,16923.9803994,TCP,104,10766,BOT
464,85.1842105263,13647.3081717,TCP,38,3237,BOT
465,103.70588235299999,17280.2468281,TCP,102,10578,BOT
466,83.275,13120.549375,TCP,40,3331,BOT
467,103.698113208,16591.8711285,TCP,106,10992,BOT
468,85.5526315789,13707.3524931,TCP,38,3251,BOT
469,104.895833333,18277.134982599997,TCP,96,10070,BOT
470,88.27777777780001,14380.200617299997,TCP,36,3178,BOT
471,104.62,17539.4756,TCP,100,10462,BOT
472,83.6666666667,13294.7350427,TCP,39,3263,BOT
473,104.9375,18294.8085938,TCP,96,10074,BOT
474,88.0833333333,14347.1875,TCP,36,3171,BOT
475,105.791666667,18244.081597200002,TCP,96,10156,BOT
476,83.975,13117.074375,TCP,40,3359,BOT
477,111.365384615,18535.6549556,TCP,104,11582,BOT
478,85.1842105263,13647.3081717,TCP,38,3237,BOT
479,111.0,19688.081632700003,TCP,98,10878,BOT
480,82.6585365854,12910.4687686,TCP,41,3389,BOT
481,108.69230769200001,17855.6360947,TCP,104,11304,BOT
482,84.7435897436,13472.754766600001,TCP,39,3305,BOT
483,104.66,17685.5044,TCP,100,10466,BOT
484,84.02564102560001,13348.3839579,TCP,39,3277,BOT
485,103.91836734700001,17954.9321116,TCP,98,10184,BOT
486,84.30769230770001,13376.0591716,TCP,39,3288,BOT
487,104.040816327,17990.447313599998,TCP,98,10196,BOT
488,84.5641025641,13439.5279421,TCP,39,3298,BOT
489,104.895833333,18247.5516493,TCP,96,10070,BOT
490,85.5526315789,13707.3524931,TCP,38,3251,BOT
491,105.0,18327.6666667,TCP,96,10080,BOT
492,83.6829268293,12712.0214158,TCP,41,3431,BOT
493,102.66,17695.7444,TCP,100,10266,BOT
494,82.575,13008.844375,TCP,40,3303,BOT
495,104.62,17571.1156,TCP,100,10462,BOT
496,85.3684210526,13676.601108,TCP,38,3244,BOT
497,104.979166667,18288.978732599997,TCP,96,10078,BOT
498,151.25,29088.6875,RDP,4,605,BOT
499,248.0,24409.75,TCP,16,3968,BOT
500,131.0,0.0,UDP,1,131,NOT
501,326.0,0.0,UDP,2,652,NOT
502,126.0,0.0,UDP,4,504,NOT
503,131.0,0.0,UDP,1,131,NOT
504,326.0,0.0,UDP,2,652,NOT
505,126.0,0.0,UDP,4,504,NOT
506,48.0,0.0,TCP,4,192,BOT
507,131.0,0.0,UDP,1,131,NOT
508,326.0,0.0,UDP,2,652,NOT
509,126.0,0.0,UDP,4,504,NOT
510,48.0,0.0,TCP,6,288,BOT
511,40.0,0.0,TCP,3,120,BOT
512,131.0,0.0,UDP,1,131,NOT
513,326.0,0.0,UDP,2,652,NOT
514,131.0,0.0,UDP,1,131,NOT
515,326.0,0.0,UDP,2,652,NOT
516,131.0,0.0,UDP,1,131,NOT
517,326.0,0.0,UDP,2,652,NOT
518,48.0,0.0,TCP,2,96,BOT
519,48.0,0.0,TCP,2,96,BOT
520,131.0,0.0,UDP,1,131,NOT
521,326.0,0.0,UDP,2,652,NOT
522,130.5,2.25,UDP,2,261,NOT
523,131.0,0.0,UDP,1,131,NOT
524,326.0,0.0,UDP,2,652,NOT
525,131.0,0.0,UDP,2,262,NOT
526,326.0,0.0,UDP,4,1304,NOT
527,131.0,0.0,UDP,2,262,NOT
528,326.0,0.0,UDP,4,1304,NOT
529,131.0,0.0,UDP,1,131,NOT
530,326.0,0.0,UDP,2,652,NOT
531,131.0,0.0,UDP,1,131,NOT
532,326.0,0.0,UDP,2,652,NOT
533,131.0,0.0,UDP,2,262,NOT
534,326.0,0.0,UDP,4,1304,NOT
535,131.0,0.0,UDP,1,131,NOT
536,326.0,0.0,UDP,2,652,NOT
537,131.0,0.0,UDP,1,131,NOT
538,326.0,0.0,UDP,2,652,NOT
539,131.0,0.0,UDP,1,131,NOT
540,326.0,0.0,UDP,2,652,NOT
541,131.0,0.0,UDP,1,131,NOT
542,326.0,0.0,UDP,2,652,NOT
543,126.0,0.0,UDP,8,1008,NOT
544,60.0,0.0,DNS,2,120,BOT
545,180.0,0.0,DNS,1,180,BOT
546,58.0,0.0,DNS,2,116,BOT
547,269.0,0.0,DNS,1,269,BOT
548,131.0,0.0,UDP,1,131,NOT
549,326.0,0.0,UDP,2,652,NOT
550,131.0,0.0,UDP,1,131,NOT
551,326.0,0.0,UDP,2,652,NOT
552,129.0,0.0,UDP,1,129,NOT
553,131.0,0.0,UDP,1,131,NOT
554,326.0,0.0,UDP,2,652,NOT
555,131.0,0.0,UDP,1,131,NOT
556,326.0,0.0,UDP,2,652,NOT
557,131.0,0.0,UDP,1,131,NOT
558,326.0,0.0,UDP,2,652,NOT
559,80.920221169,24.187158244899997,UDP,1266,102445,NOT
560,1083.21587819,754.075745708,UDP,7356,7968136,NOT
561,131.0,0.0,UDP,1,131,NOT
562,326.0,0.0,UDP,2,652,NOT
563,131.0,0.0,UDP,1,131,NOT
564,326.0,0.0,UDP,2,652,NOT
565,82.9920634921,82.9285084404,UDP,126,10457,NOT
566,1072.90307329,10311.378312100001,UDP,846,907676,NOT
567,90.0,0.0,UDP,2,180,NOT
568,75.0,0.0,UDP,2,150,NOT
569,76.0,0.0,UDP,1,76,NOT
570,131.0,0.0,UDP,1,131,NOT
571,326.0,0.0,UDP,2,652,NOT
572,126.0,0.0,UDP,8,1008,NOT
573,110.5,1260.25,UDP,2,221,NOT
574,111.0,1225.0,UDP,4,444,NOT
575,110.5,1260.25,UDP,2,221,NOT
576,111.0,1225.0,UDP,4,444,NOT
577,110.5,1260.25,UDP,2,221,NOT
578,111.0,1225.0,UDP,4,444,NOT
579,126.0,0.0,UDP,4,504,NOT
